id,type,parent_id,title,priority,status,sprint,owner,estimate,dependencies,acceptance_ref,source_doc,updated_at
US-11112,Story,E10,作为值班人员我可以在 PR 评论预览 env-file 使用 `export KEY=VALUE` 兼容 shell 风格配置片段。,P1,Done,S26,codex,3,US-11111,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11113,Story,E10,作为维护者我可以在 export 赋值非法场景获得稳定且可定位的失败语义。,P1,Done,S26,codex,2,US-11112,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11114,Story,E10,作为开发者我可以通过 Node 单测覆盖 env-file export 正常与异常路径。,P1,Done,S26,codex,2,US-11113,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11115,Story,E10,作为集成方我可以通过 schema 对 strict-codes `checked_at` 执行 date-time 格式约束。,P1,Done,S26,codex,3,US-11116,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11116,Story,E10,作为维护者我可以在契约测试中启用 format 校验并验证 invalid checked_at 失败。,P1,Done,S26,codex,2,US-11115,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11117,Story,E10,作为发布管理员我可以通过 release 脚本测试与 strict checklist 验证本轮改造无回归。,P1,Done,S26,codex,3,US-11114;US-11116,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11118,Story,E10,作为值班人员我可以在 runbook 获得 abnormal_steps_truncated 的 max-steps 调参建议。,P1,Done,S26,codex,2,US-11114,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11119,Story,E10,作为团队成员我可以在 README 与实施报告追溯 export 兼容与 checked_at 格式约束能力。,P1,Done,S26,codex,2,US-11117;US-11118,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11120,Story,E10,作为发布负责人我可以完成 S26 收口并追加 REL-063 发布记录。,P1,Done,S26,codex,4,US-11117;US-11119,见 S26 原子任务清单,S26-Atomic-Tasks,2026-03-05T11:35:00Z
US-11121,Story,E10,作为发布负责人我可以建立 S27 治理强化十八期任务矩阵并明确执行顺序。,P1,Done,S27,codex,2,US-11120,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11122,Story,E10,作为值班人员我可以在 PR 评论预览 env-file 覆盖 export+quoted 空白变体以提升配置兼容性。,P1,Done,S27,codex,3,US-11121,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11123,Story,E10,作为维护者我可以在 env-file export/quoted 组合异常场景获得稳定且可定位的失败语义。,P1,Done,S27,codex,2,US-11122,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11124,Story,E10,作为开发者我可以通过 Node 回归测试覆盖 PR 评论预览 env-file 组合场景并保持语义稳定。,P1,Done,S27,codex,2,US-11123,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11125,Story,E10,作为集成方我可以通过 strict-codes schema 对 schema_url 路径格式执行约束并阻断非标准输入。,P1,Done,S27,codex,3,US-11124,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11126,Story,E10,作为维护者我可以通过契约测试验证 strict-codes schema_url 路径约束的负向场景。,P1,Done,S27,codex,2,US-11125,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11127,Story,E10,作为发布管理员我可以使用 Sprint 台账同步模板脚本生成 backlog/activity/metrics/board/report 片段并接入测试。,P1,Done,S27,codex,3,US-11126,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11128,Story,E10,作为值班人员我可以在 runbook 与 README 查阅台账模板脚本用法并快速执行收口操作。,P1,Done,S27,codex,2,US-11127,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11129,Story,E10,作为团队成员我可以在实施报告与 Sprint 台账追溯本轮治理强化交付结果。,P1,Done,S27,codex,2,US-11128,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11130,Story,E10,作为发布负责人我可以完成 S27 收口并追加 REL-064 发布记录。,P1,Done,S27,codex,4,US-11129,见 S27 原子任务清单,S27-Atomic-Tasks,2026-03-05T12:35:00Z
US-11131,Story,E10,S28 范围冻结与验收矩阵,P1,Done,S28,codex,2,US-11130,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11132,Story,E10,backlog Epic 状态 roll-up 与一致性校验,P1,Done,S28,codex,3,US-11131,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11133,Story,E10,Retro Action Items 去陈旧化与治理文档同步,P1,Done,S28,codex,2,US-11132,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11134,Story,E10,前端 `API_BASE_URL` / `WS_BASE_URL` 环境配置化,P0,Done,S28,codex,3,US-11131,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11135,Story,E10,`.env.example`、README 与启动前校验补齐,P0,Done,S28,codex,2,US-11134,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11136,Story,E10,学员主链路 Playwright E2E（登录→入门→诊断→计划）,P0,Done,S28,codex,3,US-11135,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11137,Story,E10,练习/写作/模考主链路 Playwright E2E 与门禁接入,P0,Done,S28,codex,3,US-11136,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11138,Story,E10,Postgres 集成测试本地/夜间可执行基线,P0,Done,S28,codex,3,US-11131,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11139,Story,E10,RC 验收清单、已知问题模板与演示脚本,P1,Done,S28,codex,2,US-11137;US-11138,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11140,Story,E10,S28 收口、候选发布记录与台账同步,P1,Done,S28,codex,4,US-11132;US-11133;US-11139,见 Story 验收标准,S28-Atomic-Tasks,2026-03-08T03:20:00Z
US-11141,Story,E10,S29 范围冻结与验收矩阵,P1,Done,S29,codex,2,US-11140,见 Story 验收标准,S29-Atomic-Tasks,2026-03-08T06:40:00Z
US-11142,Story,E10,Postgres smoke 与 RC 签署闭环,P0,Done,S29,codex,3,US-11141,见 Story 验收标准,S29-Atomic-Tasks,2026-03-08T07:50:00Z
US-11143,Story,E10,前端 `/admin` 登录保护与回归,P0,Done,S29,codex,2,US-11141,见 Story 验收标准,S29-Atomic-Tasks,2026-03-08T06:40:00Z
US-11144,Story,E10,system RBAC 默认收紧与环境开关,P0,Done,S29,codex,3,US-11141,见 Story 验收标准,S29-Atomic-Tasks,2026-03-08T06:40:00Z
US-11145,Story,E10,认证/账户仓储抽象与 Postgres 持久化,P0,Done,S29,codex,5,US-11142,见 Story 验收标准,S29-Atomic-Tasks,2026-03-09T00:20:00Z
US-11146,Story,E10,入门/计划/进度持久化与迁移,P0,Done,S29,codex,5,US-11145,见 Story 验收标准,S29-Atomic-Tasks,2026-03-09T09:35:00Z
US-11147,Story,E10,重启恢复集成测试与 learner 主链路回归,P0,Done,S29,codex,3,US-11144;US-11146,见 Story 验收标准,S29-Atomic-Tasks,2026-03-10T13:10:00Z
US-11148,Story,E10,S29 收口、发布记录与 tracking 同步,P1,Done,S29,codex,2,US-11142;US-11147,见 Story 验收标准,S29-Atomic-Tasks,2026-03-10T22:50:00Z
US-11149,Story,E10,S30 范围冻结与验收矩阵,P1,Done,S30,codex,2,US-11148,见 Story 验收标准,S30-Atomic-Tasks,2026-03-12T00:10:00Z
US-11150,Story,E10,listening/reading practice 与 retry queue Postgres 持久化,P0,Done,S30,codex,5,US-11149,见 Story 验收标准,S30-Atomic-Tasks,2026-03-11T09:00:00Z
US-11151,Story,E10,speaking realtime session 持久化与重连恢复,P0,Done,S30,codex,5,US-11150,见 Story 验收标准,S30-Atomic-Tasks,2026-03-11T10:00:00Z
US-11152,Story,E10,writing evaluation/rewrite/template usage 持久化,P0,Done,S30,codex,5,US-11150,见 Story 验收标准,S30-Atomic-Tasks,2026-03-11T23:50:00Z
US-11153,Story,E10,mock exam/report/progress 持久化与恢复,P0,Done,S30,codex,5,US-11151;US-11152,见 Story 验收标准,S30-Atomic-Tasks,2026-03-11T23:58:00Z
US-11154,Story,E10,practice-writing-mock restart recovery 集成与浏览器 smoke,P0,Done,S30,codex,3,US-11151;US-11152;US-11153,见 Story 验收标准,S30-Atomic-Tasks,2026-03-12T00:05:00Z
US-11155,Story,E10,多仓储运行手册、环境变量与 smoke 扩展,P1,Done,S30,codex,2,US-11154,见 Story 验收标准,S30-Atomic-Tasks,2026-03-12T00:10:00Z
US-11156,Story,E10,S30 收口、发布记录与 tracking 同步,P1,Done,S30,codex,2,US-11155,见 Story 验收标准,S30-Atomic-Tasks,2026-03-12T00:29:58Z
US-11157,Story,E10,S31 范围冻结与验收矩阵,P1,Done,S31,codex,2,US-11156,见 Story 验收标准,S31-Atomic-Tasks,2026-03-12T01:05:00Z
US-11158,Story,E10,Postgres smoke daemon 就绪预检与外部连接串 FAQ 收敛,P0,Done,S31,codex,3,US-11157,见 Story 验收标准,S31-Atomic-Tasks,2026-03-12T01:05:01Z
US-11159,Story,E10,基于 release checklist summary 的 RC 交付包目录生成与命令接入,P0,Done,S31,codex,4,US-11158,见 Story 验收标准,S31-Atomic-Tasks,2026-03-12T01:18:00Z
US-11160,Story,E10,S31 收口、发布记录与 tracking 同步,P1,Done,S31,codex,2,US-11159,见 Story 验收标准,S31-Atomic-Tasks,2026-03-12T01:23:00Z
